step,time_s,theta_raw,omega_raw,theta_corrected,omega_corrected,top_error,u_policy_raw,u_signed,u_clipped,u_safe,u_commanded,raw_reward
0.0,0.0,0.0,0.1929740011692047,0.0,0.1929740011692047,-3.141592653589793,3.0,3.0,0.3,0.02,0.02,-1.0000038127854016
1.0,0.025,0.0,0.412992000579834,0.0,0.412992000579834,-3.141592653589793,3.0,3.0,0.3,0.04,0.04,-1.00001741179481
2.0,0.05,0.0,3.1770474910736084,0.0,3.1770474910736084,-3.141592653589793,3.0,3.0,0.3,0.06,0.06,-1.0010101630760537
3.0,0.07500000000000001,0.0,-0.027044018730521202,0.0,-0.027044018730521202,-3.141592653589793,3.0,3.0,0.3,0.08,0.08,-1.000001495360117
4.0,0.1,0.0,-0.4670800566673279,0.0,-0.4670800566673279,-3.141592653589793,3.0,3.0,0.3,0.1,0.1,-1.0000240386001558
5.0,0.125,0.0,1.2930641174316406,0.0,1.2930641174316406,-3.141592653589793,3.0,3.0,0.3,0.12000000000000001,0.12000000000000001,-1.000170401481179
6.0,0.15000000000000002,0.0,1.8051203489303589,0.0,1.8051203489303589,-3.141592653589793,3.0,3.0,0.3,0.14,0.14,-1.0003302015029678
7.0,0.17500000000000002,0.0,1.145066261291504,0.0,1.145066261291504,-3.141592653589793,3.0,3.0,0.3,0.16,0.16,-1.0001368065631637
8.0,0.2,0.0,3.3452463150024414,0.0,3.3452463150024414,-3.141592653589793,3.0,3.0,0.3,0.18,0.18,-1.0011262672908037
9.0,0.225,0.0,0.7050302028656006,0.0,0.7050302028656006,-3.141592653589793,3.0,3.0,0.3,0.19999999999999998,0.19999999999999998,-1.0000585956475843
10.0,0.25,0.0,0.4850122034549713,0.0,0.4850122034549713,-3.141592653589793,3.0,3.0,0.3,0.21999999999999997,0.21999999999999997,-1.0000342792393055
11.0,0.275,0.0,0.26499417424201965,0.0,0.26499417424201965,-3.141592653589793,3.0,3.0,0.3,0.23999999999999996,0.23999999999999996,-1.0000198221912382
12.0,0.30000000000000004,0.0,0.4850122034549713,0.0,0.4850122034549713,-3.141592653589793,3.0,3.0,0.3,0.25999999999999995,0.25999999999999995,-1.0000385459059722
13.0,0.325,0.0,0.6532111763954163,0.0,0.6532111763954163,-3.141592653589793,3.0,3.0,0.3,0.27999999999999997,0.27999999999999997,-1.000060090706319
