step,time_s,theta_raw,omega_raw,theta_corrected,omega_corrected,top_error,u_policy_raw,u_signed,u_clipped,u_safe,u_commanded,raw_reward
102.0,2.5500000000000003,0.32672563195228577,1.39889657497406,0.32672563195228577,1.39889657497406,-2.8148670216375073,3.0,3.0,3.0,2.0600000000000014,2.0600000000000014,-0.9482370196702451
103.0,2.575,0.32672563195228577,3.011042833328247,0.32672563195228577,3.011042833328247,-2.8148670216375073,3.0,3.0,3.0,2.0800000000000014,2.0800000000000014,-0.9489663664019113
104.0,2.6,0.32672563195228577,1.470916748046875,0.32672563195228577,1.470916748046875,-2.8148670216375073,3.0,3.0,3.0,2.1000000000000014,2.1000000000000014,-0.948294665893244
105.0,2.625,0.32672563195228577,1.470916748046875,0.32672563195228577,1.470916748046875,-2.8148670216375073,3.0,3.0,3.0,2.1200000000000014,2.1200000000000014,-0.9483134214487995
106.0,2.6500000000000004,0.32672563195228577,3.011042833328247,0.32672563195228577,3.011042833328247,-2.8148670216375073,3.0,3.0,3.0,2.1400000000000015,2.1400000000000015,-0.949022633068578
107.0,2.6750000000000003,0.3298672139644623,1.54293692111969,0.3298672139644623,1.54293692111969,-2.811725439625331,3.0,3.0,3.0,2.1600000000000015,2.1600000000000015,-0.9473602290112286
108.0,2.7,0.3298672139644623,1.54293692111969,0.3298672139644623,1.54293692111969,-2.811725439625331,3.0,3.0,3.0,2.1800000000000015,2.1800000000000015,-0.9473795179001175
109.0,2.725,0.3361504077911377,2.423008918762207,0.3361504077911377,2.423008918762207,-2.8054422457986554,3.0,3.0,3.0,2.2000000000000015,2.2000000000000015,-0.9456941189449374
110.0,2.75,0.3392920196056366,1.9829729795455933,0.3392920196056366,1.9829729795455933,-2.8023006339841565,3.0,3.0,3.0,2.2200000000000015,2.2200000000000015,-0.9444789497440006
111.0,2.7750000000000004,0.3455751836299896,0.9790616631507874,0.3455751836299896,0.9790616631507874,-2.7960174699598035,3.0,3.0,3.0,2.2400000000000015,2.2400000000000015,-0.9420916501501037
112.0,2.8000000000000003,0.35185837745666504,1.9311538934707642,0.35185837745666504,1.9311538934707642,-2.789734276133128,3.0,3.0,3.0,2.2600000000000016,2.2600000000000016,-0.940241815324374
113.0,2.825,0.36128315329551697,2.423008918762207,0.36128315329551697,2.423008918762207,-2.780309500294276,3.0,3.0,3.0,2.2800000000000016,2.2800000000000016,-0.9371863287119543
114.0,2.85,0.3675663471221924,1.3229188919067383,0.3675663471221924,1.3229188919067383,-2.7740263064676007,3.0,3.0,3.0,2.3000000000000016,2.3000000000000016,-0.9345551972384779
115.0,2.875,0.3769911229610443,0.8310638666152954,0.3769911229610443,0.8310638666152954,-2.764601530628749,2.9999897480010986,2.9999897480010986,2.9999897480010986,2.3200000000000016,2.3200000000000016,-0.9310416398244763
116.0,2.9000000000000004,0.38641589879989624,0.3910278081893921,0.38641589879989624,0.3910278081893921,-2.755176754789897,2.580052375793457,2.580052375793457,2.580052375793457,2.3400000000000016,2.3400000000000016,-0.9274978403861064
117.0,2.9250000000000003,0.3989822566509247,-1.0529195070266724,0.3989822566509247,-1.0529195070266724,-2.7426103969388684,-3.0,-3.0,-3.0,2.3200000000000016,2.3200000000000016,-0.922763797681925
118.0,2.95,0.41783180832862854,-1.932991623878479,0.41783180832862854,-1.932991623878479,-2.7237608452611646,-3.0,-3.0,-3.0,2.3000000000000016,2.3000000000000016,-0.9155200974153183
119.0,2.975,0.4335397779941559,0.8310638666152954,0.4335397779941559,0.8310638666152954,-2.7080528755956372,1.0208477973937988,1.0208477973937988,1.0208477973937988,2.2800000000000016,2.2800000000000016,-0.9087086947013783
120.0,3.0,0.4429645538330078,1.2710999250411987,0.4429645538330078,1.2710999250411987,-2.6986280997567853,2.995541572570801,2.995541572570801,2.995541572570801,2.3000000000000016,2.3000000000000016,-0.9048220939152419
121.0,3.0250000000000004,0.4492477476596832,1.9311538934707642,0.4492477476596832,1.9311538934707642,-2.69234490593011,2.999999523162842,2.999999523162842,2.999999523162842,2.3200000000000016,2.3200000000000016,-0.9023430758136204
122.0,3.0500000000000003,0.4492477476596832,1.7111358642578125,0.4492477476596832,1.7111358642578125,-2.69234490593011,2.9999895095825195,2.9999895095825195,2.9999895095825195,2.3400000000000016,2.3400000000000016,-0.9022836499832998
123.0,3.075,0.4492477476596832,1.4911179542541504,0.4492477476596832,1.4911179542541504,-2.69234490593011,2.9996273517608643,2.9996273517608643,2.9996273517608643,2.3600000000000017,2.3600000000000017,-0.9022340835529435
124.0,3.1,0.4492477476596832,1.2710999250411987,0.4492477476596832,1.2710999250411987,-2.69234490593011,2.982196807861328,2.982196807861328,2.982196807861328,2.3800000000000017,2.3800000000000017,-0.9021943764462044
125.0,3.125,0.4492477476596832,0.5592267513275146,0.4492477476596832,0.5592267513275146,-2.69234490593011,-2.9982500076293945,-2.9982500076293945,-2.9982500076293945,2.3600000000000017,2.3600000000000017,-0.9020430137335337
126.0,3.1500000000000004,0.4492477476596832,0.9030840396881104,0.4492477476596832,0.9030840396881104,-2.69234490593011,-1.8054581880569458,-1.8054581880569458,-1.8054581880569458,2.3400000000000016,2.3400000000000016,-0.9020724074669788
127.0,3.1750000000000003,0.4492477476596832,1.123102068901062,0.4492477476596832,1.123102068901062,-2.69234490593011,2.6950087547302246,2.6950087547302246,2.6950087547302246,2.3600000000000017,2.3600000000000017,-0.9021378761033106
128.0,3.2,0.4461061656475067,1.051081895828247,0.4461061656475067,1.051081895828247,-2.6954864879422864,2.412052631378174,2.412052631378174,2.412052631378174,2.3800000000000017,2.3800000000000017,-0.9035031884258288
129.0,3.225,0.4461061656475067,1.5631381273269653,0.4461061656475067,1.5631381273269653,-2.6954864879422864,2.9999423027038574,2.9999423027038574,2.9999423027038574,2.4000000000000017,2.4000000000000017,-0.9036582956356097
130.0,3.25,0.4461061656475067,2.003174066543579,0.4461061656475067,2.003174066543579,-2.6954864879422864,3.0,3.0,3.0,2.4200000000000017,2.4200000000000017,-0.9038366484114089
131.0,3.2750000000000004,0.4461061656475067,1.3431200981140137,0.4461061656475067,1.3431200981140137,-2.6954864879422864,2.9975361824035645,2.9975361824035645,2.9975361824035645,2.4400000000000017,2.4400000000000017,-0.9036373749371175
132.0,3.3000000000000003,0.4461061656475067,1.7831560373306274,0.4461061656475067,1.7831560373306274,-2.6954864879422864,2.999998092651367,2.999998092651367,2.999998092651367,2.4600000000000017,2.4600000000000017,-0.9037967201004463
133.0,3.325,0.4461061656475067,1.5113190412521362,0.4461061656475067,1.5113190412521362,-2.6954864879422864,2.999864339828491,2.999864339828491,2.999864339828491,2.4800000000000018,2.4800000000000018,-0.9037291196351002
134.0,3.35,0.4461061656475067,1.731337070465088,0.4461061656475067,1.731337070465088,-2.6954864879422864,2.9999961853027344,2.9999961853027344,2.9999961853027344,2.5000000000000018,2.5000000000000018,-0.903822597249145
135.0,3.375,0.4461061656475067,2.171373128890991,0.4461061656475067,2.171373128890991,-2.6954864879422864,3.0,3.0,3.0,2.520000000000002,2.520000000000002,-0.9040166416815865
136.0,3.4000000000000004,0.4461061656475067,2.68342924118042,0.4461061656475067,2.68342924118042,-2.6954864879422864,3.0,3.0,3.0,2.540000000000002,2.540000000000002,-0.9042877236932305
137.0,3.4250000000000003,0.4461061656475067,2.2433931827545166,0.4461061656475067,2.2433931827545166,-2.6954864879422864,3.0,3.0,3.0,2.560000000000002,2.560000000000002,-0.904093592407898
138.0,3.45,0.4461061656475067,2.2433931827545166,0.4461061656475067,2.2433931827545166,-2.6954864879422864,3.0,3.0,3.0,2.580000000000002,2.580000000000002,-0.9041164368523424
139.0,3.475,0.4461061656475067,2.0233752727508545,0.4461061656475067,2.0233752727508545,-2.6954864879422864,3.0,3.0,3.0,2.600000000000002,2.600000000000002,-0.9040455825267596
140.0,3.5,0.4492477476596832,2.7554495334625244,0.4492477476596832,2.7554495334625244,-2.69234490593011,3.0,3.0,3.0,2.620000000000002,2.620000000000002,-0.9030587238240729
141.0,3.5250000000000004,0.4492477476596832,2.7554495334625244,0.4492477476596832,2.7554495334625244,-2.69234490593011,3.0,3.0,3.0,2.640000000000002,2.640000000000002,-0.9030821016018508
142.0,3.5500000000000003,0.4492477476596832,0.13939186930656433,0.4492477476596832,0.13939186930656433,-2.69234490593011,-2.9999992847442627,-2.9999992847442627,-2.9999992847442627,2.620000000000002,2.620000000000002,-0.9023014166202499
143.0,3.575,0.4492477476596832,1.8033572435379028,0.4492477476596832,1.8033572435379028,-2.69234490593011,2.999997615814209,2.999997615814209,2.999997615814209,2.640000000000002,2.640000000000002,-0.9026480611234869
144.0,3.6,0.4492477476596832,0.7032671570777893,0.4492477476596832,0.7032671570777893,-2.69234490593011,-2.970954656600952,-2.970954656600952,-2.970954656600952,2.620000000000002,2.620000000000002,-0.9023489320803494
